file_name,language,condition,ground_truth,entities,model,ok,wer,accuracy,cer,exact_match,entity_recall,entity_f1,hallucination_rate,latency_ms,rtf,realtime_status,missed_entities,model_output,error
Male_NormalMic7_Englsih_qf0w9q.ogg,English,Phone Mic,We move to Sarjapur to be closer to the international schools,"Sarjapur,",Google STT Latest Long,True,1.0909090909090908,0,0.5686274509803921,False,0.0,0.0,0.045454545454545456,2640,0.508,faster-than-real-time,Sarjapur,"सी मूव टू शारजाहपुर, तू भी क्लोज़र टू डी इंटरनेशनल स्कूल।",
Male_NormalMic7_Englsih_qf0w9q.ogg,English,Phone Mic,We move to Sarjapur to be closer to the international schools,"Sarjapur,",Google STT Telephony,True,1.0909090909090908,0,0.5490196078431373,False,0.0,0.0,0.05,2706,0.52,faster-than-real-time,Sarjapur,वे मूव टू सरजापुर तो बे क्लोजर टू द इंटरनेशनल स्कूल।,
Male_NormalMic5_Noisy_English_m7okw7.ogg,English,Phone Mic,I live in Koramangala,Koramangala,Deepgram Nova-3,True,0.25,0.75,0.1111111111111111,False,0.0,0.0,0.0,1693,0.618,faster-than-real-time,Koramangala,I live in Kormangla,
Male_NormalMic5_Noisy_English_m7okw7.ogg,English,Phone Mic,I live in Koramangala,Koramangala,Deepgram Nova-2,True,0.25,0.75,0.16666666666666666,False,0.0,0.0,0.0,1560,0.569,faster-than-real-time,Koramangala,I live in Gorhamangla.,
Male_NormalMic5_Noisy_English_m7okw7.ogg,English,Phone Mic,I live in Koramangala,Koramangala,Deepgram Base,True,0.25,0.75,0.5,False,0.0,0.0,0.0,1377,0.503,faster-than-real-time,Koramangala,I live in Core.,
Male_NormalMic5_Noisy_English_m7okw7.ogg,English,Phone Mic,I live in Koramangala,Koramangala,Sarvam Saaras v3,True,1.0,0,0.2777777777777778,False,0.0,0.0,0.0,633,0.231,faster-than-real-time,Koramangala,Eleven Core Mangala,
Male_NormalMic5_Noisy_English_m7okw7.ogg,English,Phone Mic,I live in Koramangala,Koramangala,Sarvam Saaras v3 Codemix,True,1.0,0,0.2777777777777778,False,0.0,0.0,0.0,852,0.311,faster-than-real-time,Koramangala,Eleven Core Mangala,
Male_NormalMic5_Noisy_English_m7okw7.ogg,English,Phone Mic,I live in Koramangala,Koramangala,Sarvam Saarika v2.5,True,0.0,1.0,0.0,True,1.0,0.6666666666666666,0.0,819,0.299,faster-than-real-time,,I live in Koramangala.,
Male_NormalMic5_Noisy_English_m7okw7.ogg,English,Phone Mic,I live in Koramangala,Koramangala,OpenAI GPT-4o Transcribe,True,0.0,1.0,0.0,True,1.0,0.6666666666666666,0.0,1219,0.445,faster-than-real-time,,I live in Koramangala.,
Male_NormalMic5_Noisy_English_m7okw7.ogg,English,Phone Mic,I live in Koramangala,Koramangala,OpenAI GPT-4o Mini Transcribe,True,0.0,1.0,0.0,True,1.0,0.6666666666666666,0.0,1034,0.377,faster-than-real-time,,I live in Koramangala.,
Male_NormalMic5_Noisy_English_m7okw7.ogg,English,Phone Mic,I live in Koramangala,Koramangala,AssemblyAI Best,True,0.25,0.75,0.05555555555555555,False,0.0,0.0,0.0,4428,1.616,slower-than-real-time,Koramangala,I live in Kormangala.,
Male_NormalMic5_Noisy_English_m7okw7.ogg,English,Phone Mic,I live in Koramangala,Koramangala,Google STT Latest Long,True,0.25,0.75,0.05555555555555555,False,0.0,0.0,0.0,1645,0.6,faster-than-real-time,Koramangala,,
Male_NormalMic5_Noisy_English_m7okw7.ogg,English,Phone Mic,I live in Koramangala,Koramangala,Google STT Telephony,True,0.25,0.75,0.05555555555555555,False,0.0,0.0,0.0,1670,0.609,faster-than-real-time,Koramangala,,
Male_NormalMic5_Englsih_kbzq9e.ogg,English,Phone Mic,"I grew up in the quite lanes of Jayanagar,","Jayanagar,",Deepgram Nova-3,True,0.2222222222222222,0.7777777777777778,0.12121212121212122,False,1.0,0.4,0.1,1221,0.227,faster-than-real-time,,I grew up in the quiet lay lanes of Jayanagar.,
Male_NormalMic5_Englsih_kbzq9e.ogg,English,Phone Mic,"I grew up in the quite lanes of Jayanagar,","Jayanagar,",Deepgram Nova-2,True,0.3333333333333333,0.6666666666666667,0.18181818181818182,False,0.0,0.0,0.1,1385,0.257,faster-than-real-time,Jayanagar,I grew up in the quiet lane lanes of Jainagar.,
Male_NormalMic5_Englsih_kbzq9e.ogg,English,Phone Mic,"I grew up in the quite lanes of Jayanagar,","Jayanagar,",Deepgram Base,True,0.3333333333333333,0.6666666666666667,0.3333333333333333,False,0.0,0.0,0.1,1109,0.206,faster-than-real-time,Jayanagar,I grew up in the quiet line lanes of Jai.,
Male_NormalMic5_Englsih_kbzq9e.ogg,English,Phone Mic,"I grew up in the quite lanes of Jayanagar,","Jayanagar,",Sarvam Saaras v3,True,0.1111111111111111,0.8888888888888888,0.06060606060606061,False,1.0,0.4,0.0,803,0.149,faster-than-real-time,,I grew up in the quiet lanes of Jayanagar,
Male_NormalMic5_Englsih_kbzq9e.ogg,English,Phone Mic,"I grew up in the quite lanes of Jayanagar,","Jayanagar,",Sarvam Saaras v3 Codemix,True,0.1111111111111111,0.8888888888888888,0.06060606060606061,False,1.0,0.4,0.0,1235,0.23,faster-than-real-time,,I grew up in the quiet lanes of Jayanagar.,
Male_NormalMic5_Englsih_kbzq9e.ogg,English,Phone Mic,"I grew up in the quite lanes of Jayanagar,","Jayanagar,",Sarvam Saarika v2.5,True,0.1111111111111111,0.8888888888888888,0.06060606060606061,False,1.0,0.4,0.0,757,0.141,faster-than-real-time,,I grew up in the quiet lanes of Jayanagar.,
Male_NormalMic5_Englsih_kbzq9e.ogg,English,Phone Mic,"I grew up in the quite lanes of Jayanagar,","Jayanagar,",OpenAI GPT-4o Transcribe,True,0.1111111111111111,0.8888888888888888,0.06060606060606061,False,1.0,0.4,0.0,1089,0.202,faster-than-real-time,,I grew up in the quiet lanes of Jayanagar.,
Male_NormalMic5_Englsih_kbzq9e.ogg,English,Phone Mic,"I grew up in the quite lanes of Jayanagar,","Jayanagar,",OpenAI GPT-4o Mini Transcribe,True,0.1111111111111111,0.8888888888888888,0.06060606060606061,False,1.0,0.4,0.0,1247,0.232,faster-than-real-time,,I grew up in the quiet lanes of Jayanagar.,
Male_NormalMic5_Englsih_kbzq9e.ogg,English,Phone Mic,"I grew up in the quite lanes of Jayanagar,","Jayanagar,",AssemblyAI Best,True,0.1111111111111111,0.8888888888888888,0.06060606060606061,False,1.0,0.4,0.0,4121,0.766,faster-than-real-time,,I grew up in the quiet lanes of Jayanagar.,
Male_NormalMic5_Englsih_kbzq9e.ogg,English,Phone Mic,"I grew up in the quite lanes of Jayanagar,","Jayanagar,",Google STT Latest Long,True,1.1111111111111112,0,0.6060606060606061,False,0.0,0.0,0.07692307692307693,2294,0.426,faster-than-real-time,Jayanagar,आई ग्रो अप इन द क्वाइट लेंस आफ जय!,
Male_NormalMic5_Englsih_kbzq9e.ogg,English,Phone Mic,"I grew up in the quite lanes of Jayanagar,","Jayanagar,",Google STT Telephony,True,1.1111111111111112,0,0.6363636363636364,False,0.0,0.0,0.07692307692307693,2507,0.466,faster-than-real-time,Jayanagar,आई ग्रो अप इन द क्वाइट लेस का जयगर।,
Male_NormalMic5_English_hz7kdr.ogg,English,Phone Mic,Indiranagar has the best restaurants in the city,"Indiranagar,",Deepgram Nova-3,True,0.25,0.75,0.04878048780487805,False,0.0,0.0,0.0,1850,0.402,faster-than-real-time,Indiranagar,Indranagar has the best restaurant in the city.,
Male_NormalMic5_English_hz7kdr.ogg,English,Phone Mic,Indiranagar has the best restaurants in the city,"Indiranagar,",Deepgram Nova-2,True,0.25,0.75,0.04878048780487805,False,0.0,0.0,0.0,1659,0.361,faster-than-real-time,Indiranagar,Indranagar has the best restaurant in the city.,
Male_NormalMic5_English_hz7kdr.ogg,English,Phone Mic,Indiranagar has the best restaurants in the city,"Indiranagar,",Deepgram Base,True,0.375,0.625,0.17073170731707318,False,0.0,0.0,0.1111111111111111,1337,0.291,faster-than-real-time,Indiranagar,Ind Na has the best restaurant in the city.,
Male_NormalMic5_English_hz7kdr.ogg,English,Phone Mic,Indiranagar has the best restaurants in the city,"Indiranagar,",Sarvam Saaras v3,True,0.375,0.625,0.024390243902439025,False,0.0,0.0,0.1111111111111111,758,0.165,faster-than-real-time,Indiranagar,Indira Nagar has the best restaurant in the city,
Male_NormalMic5_English_hz7kdr.ogg,English,Phone Mic,Indiranagar has the best restaurants in the city,"Indiranagar,",Sarvam Saaras v3 Codemix,True,0.375,0.625,0.024390243902439025,False,0.0,0.0,0.1111111111111111,771,0.168,faster-than-real-time,Indiranagar,Indira Nagar has the best restaurant in the city.,
Male_NormalMic5_English_hz7kdr.ogg,English,Phone Mic,Indiranagar has the best restaurants in the city,"Indiranagar,",Sarvam Saarika v2.5,True,0.125,0.875,0.024390243902439025,False,1.0,0.4,0.0,762,0.166,faster-than-real-time,,Indiranagar has the best restaurant in the city.,
Male_NormalMic5_English_hz7kdr.ogg,English,Phone Mic,Indiranagar has the best restaurants in the city,"Indiranagar,",OpenAI GPT-4o Transcribe,True,1.125,0,0.5609756097560976,False,0.0,0.0,0.05263157894736842,1295,0.282,faster-than-real-time,Indiranagar,इंदिरा नगर हैस दि बेस्ट रेस्टोरेंट इन दि सिटी।,
Male_NormalMic5_English_hz7kdr.ogg,English,Phone Mic,Indiranagar has the best restaurants in the city,"Indiranagar,",OpenAI GPT-4o Mini Transcribe,True,0.125,0.875,0.024390243902439025,False,1.0,0.4,0.0,1398,0.304,faster-than-real-time,,Indiranagar has the best restaurant in the city.,
Male_NormalMic5_English_hz7kdr.ogg,English,Phone Mic,Indiranagar has the best restaurants in the city,"Indiranagar,",AssemblyAI Best,True,0.375,0.625,0.04878048780487805,False,0.0,0.0,0.1111111111111111,5056,1.099,slower-than-real-time,Indiranagar,Indra Nagar has the best restaurant in the city.,
Male_NormalMic5_English_hz7kdr.ogg,English,Phone Mic,Indiranagar has the best restaurants in the city,"Indiranagar,",Google STT Latest Long,True,1.125,0,0.5609756097560976,False,0.0,0.0,0.05555555555555555,2610,0.567,faster-than-real-time,Indiranagar,इंदिरा नगर हज द बेस्ट रेस्टोरेंट इन द सिटी।,
Male_NormalMic5_English_hz7kdr.ogg,English,Phone Mic,Indiranagar has the best restaurants in the city,"Indiranagar,",Google STT Telephony,True,1.125,0,0.5609756097560976,False,0.0,0.0,0.05555555555555555,2412,0.524,faster-than-real-time,Indiranagar,इंदिरा नगर हस थे बेस्ट रेस्टोरेंट इन द सिटी।,
Male_NormalMic3_Noisy_English_jtmmfu.ogg,English,Phone Mic,My office is nearby Indiranagar,Indiranagar,Deepgram Nova-3,True,0.2,0.8,0.037037037037037035,False,0.0,0.0,0.0,1351,0.379,faster-than-real-time,Indiranagar,My office is nearby Indranagar.,
Male_NormalMic3_Noisy_English_jtmmfu.ogg,English,Phone Mic,My office is nearby Indiranagar,Indiranagar,Deepgram Nova-2,True,0.2,0.8,0.4074074074074074,False,0.0,0.0,0.0,1339,0.376,faster-than-real-time,Indiranagar,My office is nearby.,
Male_NormalMic3_Noisy_English_jtmmfu.ogg,English,Phone Mic,My office is nearby Indiranagar,Indiranagar,Deepgram Base,True,0.2,0.8,0.3333333333333333,False,0.0,0.0,0.0,1145,0.322,faster-than-real-time,Indiranagar,My office is nearby in.,
Male_NormalMic3_Noisy_English_jtmmfu.ogg,English,Phone Mic,My office is nearby Indiranagar,Indiranagar,Sarvam Saaras v3,True,0.0,1.0,0.0,True,1.0,0.4,0.0,645,0.181,faster-than-real-time,,My office is nearby Indiranagar,
Male_NormalMic3_Noisy_English_jtmmfu.ogg,English,Phone Mic,My office is nearby Indiranagar,Indiranagar,Sarvam Saaras v3 Codemix,True,0.0,1.0,0.0,True,1.0,0.4,0.0,719,0.202,faster-than-real-time,,My office is nearby Indiranagar,
Male_NormalMic3_Noisy_English_jtmmfu.ogg,English,Phone Mic,My office is nearby Indiranagar,Indiranagar,Sarvam Saarika v2.5,True,0.0,1.0,0.0,True,1.0,0.4,0.0,764,0.215,faster-than-real-time,,My office is nearby Indiranagar.,
Male_NormalMic3_Noisy_English_jtmmfu.ogg,English,Phone Mic,My office is nearby Indiranagar,Indiranagar,OpenAI GPT-4o Transcribe,True,0.0,1.0,0.0,True,1.0,0.4,0.0,1032,0.29,faster-than-real-time,,My office is nearby Indiranagar.,
Male_NormalMic3_Noisy_English_jtmmfu.ogg,English,Phone Mic,My office is nearby Indiranagar,Indiranagar,OpenAI GPT-4o Mini Transcribe,True,0.0,1.0,0.0,True,1.0,0.4,0.0,1009,0.283,faster-than-real-time,,My office is nearby Indiranagar.,
Male_NormalMic3_Noisy_English_jtmmfu.ogg,English,Phone Mic,My office is nearby Indiranagar,Indiranagar,AssemblyAI Best,True,0.0,1.0,0.0,True,1.0,0.4,0.0,4232,1.189,slower-than-real-time,,My office is nearby Indiranagar.,
Male_NormalMic3_Noisy_English_jtmmfu.ogg,English,Phone Mic,My office is nearby Indiranagar,Indiranagar,Google STT Latest Long,True,0.2,0.8,0.037037037037037035,False,0.0,0.0,0.0,1832,0.515,faster-than-real-time,Indiranagar,,
Male_NormalMic3_Noisy_English_jtmmfu.ogg,English,Phone Mic,My office is nearby Indiranagar,Indiranagar,Google STT Telephony,True,0.2,0.8,0.037037037037037035,False,0.0,0.0,0.0,1820,0.511,faster-than-real-time,Indiranagar,,
Male_NormalMic4_Noisy_English_qamdi8.ogg,English,Phone Mic,Bellandur is my favourit place to go,Bellandur,Deepgram Nova-3,True,0.2857142857142857,0.7142857142857143,0.13333333333333333,False,0.0,0.0,0.0,1686,0.476,faster-than-real-time,Bellandur,Belondur is my favorite place to go.,
Male_NormalMic4_Noisy_English_qamdi8.ogg,English,Phone Mic,Bellandur is my favourit place to go,Bellandur,Deepgram Nova-2,True,0.2857142857142857,0.7142857142857143,0.13333333333333333,False,0.0,0.0,0.0,1493,0.422,faster-than-real-time,Bellandur,Belundur is my favorite place to go.,
Male_NormalMic4_Noisy_English_qamdi8.ogg,English,Phone Mic,Bellandur is my favourit place to go,Bellandur,Deepgram Base,True,0.2857142857142857,0.7142857142857143,0.3,False,0.0,0.0,0.0,1407,0.397,faster-than-real-time,Bellandur,Be is my favorite place to go.,
Male_NormalMic4_Noisy_English_qamdi8.ogg,English,Phone Mic,Bellandur is my favourit place to go,Bellandur,Sarvam Saaras v3,True,0.2857142857142857,0.7142857142857143,0.13333333333333333,False,0.0,0.0,0.0,718,0.203,faster-than-real-time,Bellandur,Belundur is my favorite place to go,
Male_NormalMic4_Noisy_English_qamdi8.ogg,English,Phone Mic,Bellandur is my favourit place to go,Bellandur,Sarvam Saaras v3 Codemix,True,0.2857142857142857,0.7142857142857143,0.13333333333333333,False,0.0,0.0,0.0,712,0.201,faster-than-real-time,Bellandur,Belundur is my favorite place to go.,
Male_NormalMic4_Noisy_English_qamdi8.ogg,English,Phone Mic,Bellandur is my favourit place to go,Bellandur,Sarvam Saarika v2.5,True,0.2857142857142857,0.7142857142857143,0.1,False,0.0,0.0,0.0,869,0.245,faster-than-real-time,Bellandur,Belandur is my favorite place to go.,
Male_NormalMic4_Noisy_English_qamdi8.ogg,English,Phone Mic,Bellandur is my favourit place to go,Bellandur,OpenAI GPT-4o Transcribe,True,0.42857142857142855,0.5714285714285714,0.2,False,0.0,0.0,0.1,1212,0.342,faster-than-real-time,Bellandur,बेलोंडोर is my favourite place to go.,
Male_NormalMic4_Noisy_English_qamdi8.ogg,English,Phone Mic,Bellandur is my favourit place to go,Bellandur,OpenAI GPT-4o Mini Transcribe,True,0.2857142857142857,0.7142857142857143,0.16666666666666666,False,0.0,0.0,0.0,1474,0.416,faster-than-real-time,Bellandur,Beloundore is my favourite place to go.,
Male_NormalMic4_Noisy_English_qamdi8.ogg,English,Phone Mic,Bellandur is my favourit place to go,Bellandur,AssemblyAI Best,True,0.8571428571428571,0.1428571428571429,0.5,False,0.0,0.0,0.1111111111111111,4266,1.205,slower-than-real-time,Bellandur,बeलोndूरiस मई fेवoरit police to go।,
Male_NormalMic4_Noisy_English_qamdi8.ogg,English,Phone Mic,Bellandur is my favourit place to go,Bellandur,Google STT Latest Long,True,0.14285714285714285,0.8571428571428572,0.03333333333333333,False,0.0,0.0,0.0,1806,0.51,faster-than-real-time,Bellandur,,
Male_NormalMic4_Noisy_English_qamdi8.ogg,English,Phone Mic,Bellandur is my favourit place to go,Bellandur,Google STT Telephony,True,0.14285714285714285,0.8571428571428572,0.03333333333333333,False,0.0,0.0,0.0,1668,0.471,faster-than-real-time,Bellandur,,
Male_NormalMic4_English_gpgx6h.ogg,English,Phone Mic,The traffic at  Silk Board is always a nightmare,Silk Board,Deepgram Nova-3,True,0.2222222222222222,0.7777777777777778,0.0,False,0.0,0.0,0.0,1901,0.338,faster-than-real-time,Silk Board,The traffic at Silkboard is always a nightmare.,
Male_NormalMic4_English_gpgx6h.ogg,English,Phone Mic,The traffic at  Silk Board is always a nightmare,Silk Board,Deepgram Nova-2,True,0.2222222222222222,0.7777777777777778,0.0,False,0.0,0.0,0.0,1430,0.254,faster-than-real-time,Silk Board,The traffic at Silkboard is always a nightmare.,
Male_NormalMic4_English_gpgx6h.ogg,English,Phone Mic,The traffic at  Silk Board is always a nightmare,Silk Board,Deepgram Base,True,0.0,1.0,0.0,True,1.0,0.33333333333333337,0.0,1318,0.235,faster-than-real-time,,The traffic at Silk Board is always a nightmare.,
Male_NormalMic4_English_gpgx6h.ogg,English,Phone Mic,The traffic at  Silk Board is always a nightmare,Silk Board,Sarvam Saaras v3,True,0.0,1.0,0.0,True,1.0,0.33333333333333337,0.0,1101,0.196,faster-than-real-time,,The traffic at Silk Board is always a nightmare.,
Male_NormalMic4_English_gpgx6h.ogg,English,Phone Mic,The traffic at  Silk Board is always a nightmare,Silk Board,Sarvam Saaras v3 Codemix,True,0.0,1.0,0.0,True,1.0,0.33333333333333337,0.0,819,0.146,faster-than-real-time,,The traffic at Silk Board is always a nightmare.,
Male_NormalMic4_English_gpgx6h.ogg,English,Phone Mic,The traffic at  Silk Board is always a nightmare,Silk Board,Sarvam Saarika v2.5,True,0.0,1.0,0.0,True,1.0,0.33333333333333337,0.0,871,0.155,faster-than-real-time,,The traffic at Silk Board is always a nightmare.,
Male_NormalMic4_English_gpgx6h.ogg,English,Phone Mic,The traffic at  Silk Board is always a nightmare,Silk Board,OpenAI GPT-4o Transcribe,True,0.0,1.0,0.0,True,1.0,0.33333333333333337,0.0,1284,0.228,faster-than-real-time,,The traffic at Silk Board is always a nightmare.,
Male_NormalMic4_English_gpgx6h.ogg,English,Phone Mic,The traffic at  Silk Board is always a nightmare,Silk Board,OpenAI GPT-4o Mini Transcribe,True,0.0,1.0,0.0,True,1.0,0.33333333333333337,0.0,1118,0.199,faster-than-real-time,,The traffic at Silk Board is always a nightmare.,
Male_NormalMic4_English_gpgx6h.ogg,English,Phone Mic,The traffic at  Silk Board is always a nightmare,Silk Board,AssemblyAI Best,True,0.2222222222222222,0.7777777777777778,0.0,False,0.0,0.0,0.0,4177,0.743,faster-than-real-time,Silk Board,The traffic at Silkboard is always a nightmare.,
Male_NormalMic4_English_gpgx6h.ogg,English,Phone Mic,The traffic at  Silk Board is always a nightmare,Silk Board,Google STT Latest Long,True,1.1111111111111112,0,0.5897435897435898,False,0.0,0.0,0.06666666666666667,2409,0.429,faster-than-real-time,Silk Board,दी ट्रैफिक बोर्ड इस ऑलवेज एन नाइटमेयर।,
Male_NormalMic4_English_gpgx6h.ogg,English,Phone Mic,The traffic at  Silk Board is always a nightmare,Silk Board,Google STT Telephony,True,1.1111111111111112,0,0.6923076923076923,False,0.0,0.0,0.05263157894736842,2332,0.415,faster-than-real-time,Silk Board,द ट्रैफिक एट सिल्क बोर्ड इस ऑलवेज ए नाइटमेयर।,
Male_NormalMic3_English_wx7tzr.ogg,English,Phone Mic,we often go to Koramangala on weekends for the cafes,Koramangala,Deepgram Nova-3,True,0.2,0.8,0.023255813953488372,False,0.0,0.0,0.09090909090909091,5976,0.788,faster-than-real-time,Koramangala,We often go to Kora Mangla on weekends for the cafes.,
Male_NormalMic3_English_wx7tzr.ogg,English,Phone Mic,we often go to Koramangala on weekends for the cafes,Koramangala,Deepgram Nova-2,True,0.1,0.9,0.023255813953488372,False,0.0,0.0,0.0,2107,0.278,faster-than-real-time,Koramangala,We often go to Koramangla on weekends for the cafes.,
Male_NormalMic3_English_wx7tzr.ogg,English,Phone Mic,we often go to Koramangala on weekends for the cafes,Koramangala,Deepgram Base,True,0.1,0.9,0.18604651162790697,False,0.0,0.0,0.0,1530,0.202,faster-than-real-time,Koramangala,We often go to Cora On weekends for the cafes.,
Male_NormalMic3_English_wx7tzr.ogg,English,Phone Mic,we often go to Koramangala on weekends for the cafes,Koramangala,Sarvam Saaras v3,True,0.0,1.0,0.0,True,1.0,0.33333333333333337,0.0,732,0.097,faster-than-real-time,,We often go to Koramangala on weekends for the cafes.,
Male_NormalMic3_English_wx7tzr.ogg,English,Phone Mic,we often go to Koramangala on weekends for the cafes,Koramangala,Sarvam Saaras v3 Codemix,True,0.0,1.0,0.0,True,1.0,0.33333333333333337,0.0,904,0.119,faster-than-real-time,,We often go to Koramangala on weekends for the cafes.,
Male_NormalMic3_English_wx7tzr.ogg,English,Phone Mic,we often go to Koramangala on weekends for the cafes,Koramangala,Sarvam Saarika v2.5,True,0.0,1.0,0.0,True,1.0,0.33333333333333337,0.0,796,0.105,faster-than-real-time,,We often go to Koramangala on weekends for the cafes.,
